SYMBOL,DATE,OPEN,HIGH,LOW,CLOSE,VOLUME
TPR,1/3/2014,56,56.72,55.82,56.24,2006070
TRIP,1/3/2014,80.5,81.34,79.71,80.92,1284502
TROW,1/3/2014,82.66,83.67,82.455,83.3,776894
TRV,1/3/2014,89.3,89.665,88.88,89.16,1448583
TSCO,1/3/2014,76.56,76.87,76.09,76.48,743727
TSN,1/3/2014,33.28,33.665,33.03,33.42,1519196
TSS,1/3/2014,32.91,32.99,32.67,32.85,679409
TWX,1/3/2014,68.79,69.28,68.54,68.67,2507357
TXN,1/3/2014,43.12,43.46,42.97,43.29,4693347
TXT,1/3/2014,36.34,36.94,35.89,36.31,2379909
T,1/3/2014,35.15,35.16,34.61,34.8,24622450
UAA,1/3/2014,21.745,21.87,21.6656,21.7475,2192892
UAL,1/3/2014,38.44,40.15,38.21,39.95,7080683
UDR,1/3/2014,23.23,23.75,23.2022,23.68,1429735
UHS,1/3/2014,80.71,82.46,80.71,81.51,645814
ULTA,1/3/2014,95.9,97.03,94.6599,94.92,708228
UNH,1/3/2014,74.8,75.76,74.6,75.1,3206426
UNM,1/3/2014,34.4,34.59,34.25,34.34,852745
UNP,1/3/2014,83.71,84.38,83.1225,83.425,2411564
UPS,1/3/2014,103.48,103.94,103.05,103.09,3719550
URI,1/3/2014,76.58,77.43,76.45,77.16,1569400
USB,1/3/2014,39.87,40.215,39.78,40.06,4454991
UTX,1/3/2014,112.95,113.51,112.73,112.9,2314891
VAR,1/3/2014,77.29,77.8526,77.29,77.48,633948
VFC,1/3/2014,62.14,62.49,61.739,62.11,1771650
VIAB,1/3/2014,86.89,87.19,86.47,86.6,1554206
VLO,1/3/2014,49.95,49.98,48.975,49.35,4340909
VMC,1/3/2014,58.74,59.65,58.55,58.59,436780
VNO,1/3/2014,88.64,90.02,88.28,89.57,643215
VRSK,1/3/2014,65.03,65.5,64.96,65.13,532119
VRSN,1/3/2014,60.09,60.51,59.68,59.84,2203587
VRTX,1/3/2014,74.01,74.63,73.17,73.45,799560
VTR,1/3/2014,57.03,57.105,56.63,56.79,1163080
VZ,1/3/2014,49.33,49.33,48.22,48.42,12024205
V,1/3/2014,55.4375,55.6225,55.0575,55.29,7809816
WAT,1/3/2014,99.13,99.78,97.895,98.04,1197541
WBA,1/3/2014,56.99,57.06,56.345,56.82,4261493
WDC,1/3/2014,82.63,83.72,82.22,83.28,1576245
WEC,1/3/2014,40.75,40.919,40.41,40.68,1209142
WFC,1/3/2014,44.99,45.48,44.98,45.34,14693755
WHR,1/3/2014,156.29,158.56,156.29,156.9,442436
WMB,1/3/2014,38.25,38.39,37.77,38.03,4621525
WMT,1/3/2014,78.81,79.13,78.52,78.65,4958031
WM,1/3/2014,44.25,44.46,44,44.19,1463366
WU,1/3/2014,17.07,17.15,16.85,16.92,4222455
WYNN,1/3/2014,198.15,198.7499,195.12,196,1169540
WYN,1/3/2014,73.53,73.79,72.33,72.49,1092032
WY,1/3/2014,31.18,31.59,31.18,31.34,1945874
XEC,1/3/2014,100.85,102.37,98.625,101.25,861165
XEL,1/3/2014,27.48,27.635,27.38,27.5,2939378
XLNX,1/3/2014,45.91,46,45.46,45.62,1982702
XL,1/3/2014,31.28,31.39,30.78,30.81,2512472
XOM,1/3/2014,99.77,100.1699,99.141,99.51,9295650
XRAY,1/3/2014,48.24,48.43,47.96,48.19,623289
XRX,1/3/2014,47.72,48.16,47.4,47.96,1820663
XYL,1/3/2014,34.15,34.85,34.15,34.47,454495
YUM,1/3/2014,75.46,76.1,75,75.56,1457058
ZBH,1/3/2014,92.58,93.89,92.41,92.64,1288207
ZION,1/3/2014,29.74,29.91,29.17,29.86,1122452
ZTS,1/3/2014,32.34,32.5,32.02,32.05,2524947
AAL,1/6/2014,26.62,27.2,26.6,27.03,11272273
AAPL,1/6/2014,76.7785,78.1142,76.2285,77.7042,103359151
AAP,1/6/2014,113.1,113.91,111.44,111.8,1030190
ABBV,1/6/2014,52.7,52.7,50.03,50.39,11871094
ABC,1/6/2014,70.34,70.54,69.35,69.69,1301393
ABT,1/6/2014,39.19,39.69,39.11,39.15,10130748
ACN,1/6/2014,81.31,81.5,80.44,80.54,2312283
ADBE,1/6/2014,58.06,58.77,58.01,58.12,3753914
ADI,1/6/2014,49.35,49.5,49.15,49.33,2165027
ADM,1/6/2014,43.42,43.58,43.117,43.28,4182854
ADP,1/6/2014,80.61,80.97,79.39,79.81,1535046
ADSK,1/6/2014,48.98,49.29,48.29,48.55,1856499
ADS,1/6/2014,264.05,264.08,258.08,258.29,668902
AEE,1/6/2014,35.7,35.82,35.42,35.76,2837469
AEP,1/6/2014,46.14,46.36,45.92,46.08,2223614
AES,1/6/2014,14.34,14.445,14.13,14.34,5066996
AET,1/6/2014,68.19,68.34,67.16,67.52,2055882
AFL,1/6/2014,66.2,66.275,64.32,64.88,4244179
AGN,1/6/2014,169.52,171.47,167.005,167.93,962130
AIG,1/6/2014,51.55,51.58,50.48,50.52,9265551
AIV,1/6/2014,25.89,26.07,25.63,25.95,2265323
AIZ,1/6/2014,66.18,66.54,65.881,66.18,660057
AJG,1/6/2014,46.29,46.41,45.885,46.12,638713
AKAM,1/6/2014,46.4,46.58,45.8,46.11,1754527
ALB,1/6/2014,63.37,63.37,62.385,63.11,842709
ALGN,1/6/2014,57.65,61.09,57.5,59.9,2293672
ALK,1/6/2014,37.63,37.8,36.925,37.015,1437232
ALLE,1/6/2014,43.97,43.98,43.37,43.68,597834
ALL,1/6/2014,53.54,53.68,52.83,53.12,2695962
ALXN,1/6/2014,131.66,132,127.7,129.86,1088027
AMAT,1/6/2014,17.5,17.51,17.22,17.29,9975530
AMD,1/6/2014,4.01,4.18,3.99,4.13,42430476
AME,1/6/2014,52.6,52.73,51.69,51.88,659140
AMGN,1/6/2014,114.47,114.92,113.12,113.48,2838138
